
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,
53.84,-0.13,-0.89,-0.18,-0.40,-0.17,-0.23,-0.53,0.56,1.21,1008.65,7.14,38.64,-12.42,180.71,108.05,-4.40,82.04,
53.84,-0.14,-0.88,-0.21,-0.40,-0.17,-0.23,-0.53,0.56,1.21,1008.65,7.14,38.64,-12.42,180.71,108.05,-4.40,82.04,
53.84,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.53,0.56,1.21,1008.65,7.14,38.64,-12.42,180.71,108.05,-4.40,82.04,
53.84,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.53,0.56,1.21,1008.65,7.14,38.64,-12.42,180.58,108.17,-4.40,82.04,
53.84,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.67,1.04,0.46,1008.65,7.14,38.64,-12.42,180.58,108.17,-4.40,82.04,
53.85,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.67,1.04,0.46,1008.58,7.14,38.64,-12.42,180.58,108.17,-4.40,82.04,
53.85,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.67,1.04,0.46,1008.58,7.14,38.64,-12.42,180.41,108.28,-4.42,82.04,
53.85,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.67,1.03,0.47,1008.58,7.14,38.64,-12.42,180.41,108.28,-4.42,82.04,
53.86,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.67,1.03,0.47,1008.58,7.14,38.64,-12.42,180.24,108.37,-4.43,82.04,
53.86,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.67,1.03,0.49,1008.58,7.14,38.64,-12.42,180.24,108.37,-4.43,82.04,
53.87,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.67,1.03,0.49,1008.58,7.14,38.64,-12.42,180.06,108.42,-4.44,82.04,
53.87,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.66,1.03,0.50,1008.58,7.14,38.64,-12.42,180.06,108.42,-4.44,82.04,
53.88,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.66,1.03,0.50,1008.58,7.14,38.64,-12.42,179.90,108.39,-4.45,82.04,
53.88,-0.14,-0.84,-0.26,-0.40,-0.17,-0.23,-0.66,1.03,0.49,1008.58,7.14,38.64,-12.42,179.90,108.39,-4.45,82.04,
53.89,-0.14,-0.82,-0.29,-0.40,-0.17,-0.23,-0.66,1.03,0.49,1008.58,7.14,38.64,-12.42,179.90,108.39,-4.45,82.04,
53.89,-0.14,-0.82,-0.29,-0.40,-0.17,-0.23,-0.66,1.03,0.49,1008.58,6.06,39.12,-11.34,179.90,108.39,-4.45,82.04,
53.89,-0.14,-0.82,-0.29,0.15,-0.20,-0.12,-0.66,1.03,0.49,1008.58,6.06,39.12,-11.34,179.90,108.39,-4.45,82.04,
53.90,-0.14,-0.79,-0.31,0.15,-0.20,-0.12,-0.66,1.03,0.49,1008.58,6.06,39.12,-11.34,179.90,108.39,-4.45,82.04,
53.90,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.66,1.03,0.49,1008.58,6.06,39.12,-11.34,179.90,108.39,-4.45,82.04,
53.90,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.66,1.03,0.49,1008.58,6.06,39.12,-11.34,179.74,108.32,-4.46,82.04,
53.90,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.66,1.30,0.14,1008.58,6.06,39.12,-11.34,179.74,108.32,-4.46,82.04,
53.90,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.66,1.30,0.14,1008.58,6.06,39.12,-11.34,179.53,108.23,-4.48,82.04,
53.90,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.47,1.44,-0.40,1008.58,6.06,39.12,-11.34,179.53,108.23,-4.48,82.04,
53.91,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.47,1.44,-0.40,1008.58,6.06,39.12,-11.34,179.31,108.14,-4.52,82.04,
53.91,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.47,1.44,-0.42,1008.58,6.06,39.12,-11.34,179.31,108.14,-4.52,82.04,
53.92,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.47,1.44,-0.42,1008.58,6.06,39.12,-11.34,179.09,108.04,-4.57,82.04,
53.92,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.46,1.45,-0.44,1008.58,6.06,39.12,-11.34,179.09,108.04,-4.57,82.04,
53.93,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.46,1.45,-0.44,1008.58,6.06,39.12,-11.34,178.89,107.95,-4.62,82.04,
53.93,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.45,1.45,-0.45,1008.58,6.06,39.12,-11.34,178.89,107.95,-4.62,82.04,
53.94,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.45,1.45,-0.45,1008.58,6.06,39.12,-11.34,178.72,107.86,-4.67,82.04,
53.94,-0.12,-0.80,-0.34,0.15,-0.20,-0.12,-0.44,1.46,-0.47,1008.58,6.06,39.12,-11.34,178.72,107.86,-4.67,82.04,
53.95,-0.11,-0.83,-0.38,0.15,-0.20,-0.12,-0.44,1.46,-0.47,1008.58,6.06,39.12,-11.34,178.72,107.86,-4.67,82.04,
53.96,-0.11,-0.83,-0.38,0.15,-0.20,-0.12,-0.44,1.46,-0.47,1008.58,4.56,39.36,-10.32,178.72,107.86,-4.67,82.04,
53.96,-0.11,-0.83,-0.38,0.26,0.04,0.07,-0.44,1.46,-0.47,1008.58,4.56,39.36,-10.32,178.72,107.86,-4.67,82.04,
53.96,-0.11,-0.83,-0.38,0.26,0.04,0.07,-0.44,1.46,-0.47,1008.55,4.56,39.36,-10.32,178.72,107.86,-4.67,82.04,
53.96,-0.11,-0.83,-0.38,0.26,0.04,0.07,-0.44,1.46,-0.47,1008.55,4.56,39.36,-10.32,178.59,107.79,-4.73,82.04,
53.96,-0.11,-0.83,-0.38,0.26,0.04,0.07,-0.32,1.16,-0.82,1008.55,4.56,39.36,-10.32,178.59,107.79,-4.73,82.04,
53.96,-0.09,-0.85,-0.41,0.26,0.04,0.07,-0.32,1.16,-0.82,1008.55,4.56,39.36,-10.32,178.59,107.79,-4.73,82.04,
53.96,-0.08,-0.85,-0.41,0.26,0.04,0.07,-0.32,1.16,-0.82,1008.55,4.56,39.36,-10.32,178.59,107.79,-4.73,82.04,
53.96,-0.08,-0.85,-0.41,0.26,0.04,0.07,-0.32,1.16,-0.82,1008.55,4.56,39.36,-10.32,178.47,107.73,-4.79,82.04,
53.96,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.03,0.98,-1.13,1008.55,4.56,39.36,-10.32,178.47,107.73,-4.79,82.04,
53.97,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.03,0.98,-1.13,1008.55,4.56,39.36,-10.32,178.37,107.69,-4.85,82.04,
53.97,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.04,0.99,-1.14,1008.55,4.56,39.36,-10.32,178.37,107.69,-4.85,82.04,
53.98,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.04,0.99,-1.14,1008.55,4.56,39.36,-10.32,178.27,107.66,-4.91,82.11,
53.98,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.05,0.99,-1.15,1008.55,4.56,39.36,-10.32,178.27,107.66,-4.91,82.11,
53.99,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.05,0.99,-1.15,1008.55,4.56,39.36,-10.32,178.19,107.63,-4.98,82.11,
53.99,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.07,0.99,-1.15,1008.55,4.56,39.36,-10.32,178.19,107.63,-4.98,82.11,
54.00,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.07,0.99,-1.15,1008.55,4.56,39.36,-10.32,178.12,107.62,-5.04,82.11,
54.00,-0.08,-0.85,-0.41,0.26,0.04,0.07,0.07,0.99,-1.16,1008.55,4.56,39.36,-10.32,178.12,107.62,-5.04,82.11,
54.01,-0.07,-0.85,-0.42,0.26,0.04,0.07,0.07,0.99,-1.16,1008.55,4.56,39.36,-10.32,178.12,107.62,-5.04,82.11,
54.01,-0.05,-0.88,-0.44,0.26,0.04,0.07,0.07,0.99,-1.16,1008.55,4.56,39.36,-10.32,178.12,107.62,-5.04,82.11,
54.02,-0.05,-0.88,-0.44,0.30,0.16,0.08,0.07,0.99,-1.16,1008.55,4.56,39.36,-10.32,178.12,107.62,-5.04,82.11,
54.02,-0.05,-0.88,-0.44,0.30,0.16,0.08,0.07,0.99,-1.16,1008.55,5.46,38.88,-11.16,178.12,107.62,-5.04,82.11,
54.02,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.07,0.99,-1.16,1008.55,5.46,38.88,-11.16,178.12,107.62,-5.04,82.11,
54.02,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.07,0.99,-1.16,1008.55,5.46,38.88,-11.16,178.11,107.60,-5.08,82.11,
54.02,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.13,1.01,-1.23,1008.55,5.46,38.88,-11.16,178.11,107.60,-5.08,82.11,
54.02,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.13,1.01,-1.23,1008.55,5.46,38.88,-11.16,178.19,107.57,-5.09,82.11,
54.02,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.49,0.46,-1.32,1008.55,5.46,38.88,-11.16,178.19,107.57,-5.09,82.11,
54.03,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.49,0.46,-1.32,1008.55,5.46,38.88,-11.16,178.34,107.53,-5.06,82.11,
54.03,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.49,0.46,-1.32,1008.55,5.46,38.88,-11.16,178.34,107.53,-5.06,82.11,
54.04,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.49,0.46,-1.32,1008.55,5.46,38.88,-11.16,178.52,107.50,-5.02,82.11,
54.04,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.48,0.46,-1.32,1008.55,5.46,38.88,-11.16,178.52,107.50,-5.02,82.11,
54.05,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.48,0.46,-1.32,1008.55,5.46,38.88,-11.16,178.52,107.50,-5.02,82.11,
54.05,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.48,0.46,-1.32,1008.55,5.46,38.88,-11.16,178.68,107.47,-4.97,82.11,
54.05,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.48,0.46,-1.33,1008.55,5.46,38.88,-11.16,178.68,107.47,-4.97,82.11,
54.06,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.48,0.46,-1.33,1008.55,5.46,38.88,-11.16,178.80,107.41,-4.91,82.11,
54.06,-0.03,-0.91,-0.42,0.30,0.16,0.08,0.47,0.47,-1.33,1008.55,5.46,38.88,-11.16,178.80,107.41,-4.91,82.11,
54.07,-0.03,-0.90,-0.38,0.30,0.16,0.08,0.47,0.47,-1.33,1008.55,5.46,38.88,-11.16,178.80,107.41,-4.91,82.11,
54.07,-0.03,-0.90,-0.38,0.30,0.16,0.08,0.47,0.47,-1.33,1008.55,5.46,39.12,-11.22,178.80,107.41,-4.91,82.11,
54.07,-0.03,-0.90,-0.38,0.29,-0.35,-0.15,0.47,0.47,-1.33,1008.55,5.46,39.12,-11.22,178.80,107.41,-4.91,82.11,
54.08,-0.03,-0.90,-0.38,0.29,-0.35,-0.15,0.47,0.47,-1.33,1008.55,5.46,39.12,-11.22,178.78,107.33,-4.86,82.11,
54.08,-0.03,-0.90,-0.38,0.29,-0.35,-0.15,0.48,0.57,-0.95,1008.55,5.46,39.12,-11.22,178.78,107.33,-4.86,82.11,
54.08,-0.04,-0.89,-0.36,0.29,-0.35,-0.15,0.48,0.57,-0.95,1008.55,5.46,39.12,-11.22,178.78,107.33,-4.86,82.11,
54.08,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.48,0.57,-0.95,1008.55,5.46,39.12,-11.22,178.78,107.33,-4.86,82.11,
54.08,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.48,0.57,-0.95,1008.55,5.46,39.12,-11.22,178.67,107.23,-4.80,82.11,
54.08,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.71,0.72,-0.78,1008.55,5.46,39.12,-11.22,178.67,107.23,-4.80,82.11,
54.09,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.71,0.72,-0.78,1008.55,5.46,39.12,-11.22,178.49,107.16,-4.74,82.11,
54.09,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.70,0.73,-0.79,1008.55,5.46,39.12,-11.22,178.49,107.16,-4.74,82.11,
54.10,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.70,0.73,-0.79,1008.55,5.46,39.12,-11.22,178.28,107.11,-4.67,82.11,
54.10,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.69,0.73,-0.79,1008.55,5.46,39.12,-11.22,178.28,107.11,-4.67,82.11,
54.11,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.69,0.73,-0.79,1008.55,5.46,39.12,-11.22,178.13,107.12,-4.58,82.11,
54.11,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.68,0.73,-0.79,1008.55,5.46,39.12,-11.22,178.13,107.12,-4.58,82.11,
54.12,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.68,0.73,-0.79,1008.55,5.46,39.12,-11.22,178.11,107.17,-4.46,82.11,
54.12,-0.01,-0.88,-0.36,0.29,-0.35,-0.15,0.66,0.73,-0.77,1008.55,5.46,39.12,-11.22,178.11,107.17,-4.46,82.11,
54.13,0.04,-0.86,-0.44,0.29,-0.35,-0.15,0.66,0.73,-0.77,1008.55,5.46,39.12,-11.22,178.11,107.17,-4.46,82.11,
54.13,0.08,-0.81,-0.50,0.29,-0.35,-0.15,0.66,0.73,-0.77,1008.55,5.46,39.12,-11.22,178.11,107.17,-4.46,82.11,
54.14,0.08,-0.81,-0.50,0.27,-0.04,-0.11,0.66,0.73,-0.77,1008.55,5.46,39.12,-11.22,178.11,107.17,-4.46,82.11,
54.14,0.08,-0.81,-0.50,0.27,-0.04,-0.11,0.66,0.73,-0.77,1008.55,4.44,39.24,-11.76,178.11,107.17,-4.46,82.11,
54.14,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.66,0.73,-0.77,1008.55,4.44,39.24,-11.76,178.11,107.17,-4.46,82.11,
54.14,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.66,0.73,-0.77,1008.55,4.44,39.24,-11.76,178.26,107.22,-4.31,82.11,
54.14,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,1.14,0.98,-1.54,1008.55,4.44,39.24,-11.76,178.26,107.22,-4.31,82.11,
54.14,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,1.14,0.98,-1.54,1008.55,4.44,39.24,-11.76,178.51,107.25,-4.16,82.11,
54.15,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.60,1.34,-1.84,1008.55,4.44,39.24,-11.76,178.51,107.25,-4.16,82.11,
54.15,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.60,1.34,-1.84,1008.55,4.44,39.24,-11.76,178.73,107.28,-4.03,82.11,
54.15,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.58,1.34,-1.83,1008.55,4.44,39.24,-11.76,178.73,107.28,-4.03,82.11,
54.15,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.58,1.34,-1.83,1008.59,4.44,39.24,-11.76,178.73,107.28,-4.03,82.11,
54.16,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.58,1.34,-1.83,1008.59,4.44,39.24,-11.76,178.88,107.32,-3.94,82.11,
54.16,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.56,1.34,-1.82,1008.59,4.44,39.24,-11.76,178.88,107.32,-3.94,82.11,
54.17,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.56,1.34,-1.82,1008.59,4.44,39.24,-11.76,178.74,107.36,-3.93,82.11,
54.17,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.56,1.34,-1.81,1008.59,4.44,39.24,-11.76,178.74,107.36,-3.93,82.11,
54.18,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.56,1.34,-1.81,1008.59,4.44,39.24,-11.76,178.40,107.36,-3.98,82.11,
54.18,-0.01,-0.82,-0.48,0.27,-0.04,-0.11,0.57,1.34,-1.81,1008.59,4.44,39.24,-11.76,178.40,107.36,-3.98,82.11,
54.19,-0.08,-0.90,-0.44,0.27,-0.04,-0.11,0.57,1.34,-1.81,1008.59,4.44,39.24,-11.76,178.40,107.36,-3.98,82.11,
54.19,-0.08,-0.90,-0.44,0.27,-0.04,-0.11,0.57,1.34,-1.81,1008.59,4.26,39.30,-12.72,178.40,107.36,-3.98,82.11,
54.20,-0.08,-0.90,-0.44,0.19,-0.56,-0.02,0.57,1.34,-1.81,1008.59,4.26,39.30,-12.72,178.40,107.36,-3.98,82.11,
54.20,-0.14,-1.13,-0.39,0.19,-0.56,-0.02,0.57,1.34,-1.81,1008.59,4.26,39.30,-12.72,178.40,107.36,-3.98,82.11,
54.20,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,0.57,1.34,-1.81,1008.59,4.26,39.30,-12.72,178.40,107.36,-3.98,82.11,
54.20,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,0.57,1.34,-1.81,1008.59,4.26,39.30,-12.72,177.96,107.31,-4.05,82.11,
54.20,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.09,0.52,-1.48,1008.59,4.26,39.30,-12.72,177.96,107.31,-4.05,82.11,
54.20,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.09,0.52,-1.48,1008.59,4.26,39.30,-12.72,177.46,107.27,-4.14,82.11,
54.20,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.86,-3.78,-1.32,1008.59,4.26,39.30,-12.72,177.46,107.27,-4.14,82.11,
54.21,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.86,-3.78,-1.32,1008.59,4.26,39.30,-12.72,176.91,107.26,-4.24,82.11,
54.21,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.85,-3.78,-1.32,1008.59,4.26,39.30,-12.72,176.91,107.26,-4.24,82.11,
54.22,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.85,-3.78,-1.32,1008.59,4.26,39.30,-12.72,176.52,107.29,-4.30,82.11,
54.23,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.84,-3.78,-1.32,1008.59,4.26,39.30,-12.72,176.52,107.29,-4.30,82.11,
54.23,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.84,-3.78,-1.32,1008.59,4.26,39.30,-12.72,176.44,107.38,-4.28,82.11,
54.23,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.84,-3.79,-1.30,1008.59,4.26,39.30,-12.72,176.44,107.38,-4.28,82.11,
54.24,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.84,-3.79,-1.30,1008.59,4.26,39.30,-12.72,176.65,107.49,-4.18,82.11,
54.25,-0.16,-1.34,-0.42,0.19,-0.56,-0.02,-0.86,-3.79,-1.28,1008.59,4.26,39.30,-12.72,176.65,107.49,-4.18,82.11,
54.25,-0.05,-1.27,-0.48,0.19,-0.56,-0.02,-0.86,-3.79,-1.28,1008.59,4.26,39.30,-12.72,176.65,107.49,-4.18,82.11,
54.25,-0.02,-0.89,-0.31,0.19,-0.56,-0.02,-0.86,-3.79,-1.28,1008.59,4.26,39.30,-12.72,176.65,107.49,-4.18,82.11,
54.26,-0.02,-0.89,-0.31,0.02,0.70,-0.16,-0.86,-3.79,-1.28,1008.59,4.26,39.30,-12.72,176.65,107.49,-4.18,82.11,
54.26,-0.02,-0.89,-0.31,0.02,0.70,-0.16,-0.86,-3.79,-1.28,1008.59,4.02,39.30,-13.92,176.65,107.49,-4.18,82.11,
54.26,-0.02,-0.89,-0.31,0.02,0.70,-0.16,-0.86,-3.79,-1.28,1008.67,4.02,39.30,-13.92,176.65,107.49,-4.18,82.11,
54.26,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.86,-3.79,-1.28,1008.67,4.02,39.30,-13.92,176.65,107.49,-4.18,82.11,
54.26,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.86,-3.79,-1.28,1008.67,4.02,39.30,-13.92,177.10,107.59,-4.03,82.11,
54.26,-0.15,-0.58,-0.21,0.02,0.70,-0.16,0.20,-3.10,-1.81,1008.67,4.02,39.30,-13.92,177.10,107.59,-4.03,82.11,
54.27,-0.15,-0.58,-0.21,0.02,0.70,-0.16,0.20,-3.10,-1.81,1008.67,4.02,39.30,-13.92,177.85,107.60,-3.82,82.11,
54.27,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.84,3.65,0.83,1008.67,4.02,39.30,-13.92,177.85,107.60,-3.82,82.11,
54.27,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.84,3.65,0.83,1008.67,4.02,39.30,-13.92,178.71,107.46,-3.62,82.11,
54.27,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.87,3.66,0.82,1008.67,4.02,39.30,-13.92,178.71,107.46,-3.62,82.11,
54.28,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.87,3.66,0.82,1008.67,4.02,39.30,-13.92,179.47,107.19,-3.49,82.11,
54.28,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.89,3.67,0.77,1008.67,4.02,39.30,-13.92,179.47,107.19,-3.49,82.11,
54.29,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.89,3.67,0.77,1008.67,4.02,39.30,-13.92,179.92,106.85,-3.47,82.11,
54.29,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.90,3.69,0.72,1008.67,4.02,39.30,-13.92,179.92,106.85,-3.47,82.11,
54.30,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.90,3.69,0.72,1008.67,4.02,39.30,-13.92,180.05,106.54,-3.53,80.98,
54.30,-0.15,-0.58,-0.21,0.02,0.70,-0.16,-0.88,3.70,0.66,1008.67,4.02,39.30,-13.92,180.05,106.54,-3.53,80.98,
54.31,-0.24,-0.67,-0.05,0.02,0.70,-0.16,-0.88,3.70,0.66,1008.67,4.02,39.30,-13.92,180.05,106.54,-3.53,80.98,
54.31,-0.18,-1.03,-0.15,0.02,0.70,-0.16,-0.88,3.70,0.66,1008.67,4.02,39.30,-13.92,180.05,106.54,-3.53,80.98,
54.31,-0.18,-1.03,-0.15,0.61,0.30,0.12,-0.88,3.70,0.66,1008.67,4.02,39.30,-13.92,180.05,106.54,-3.53,80.98,
54.32,-0.18,-1.03,-0.15,0.61,0.30,0.12,-0.88,3.70,0.66,1008.67,3.48,38.94,-13.02,180.05,106.54,-3.53,80.98,
54.32,0.05,-1.21,-0.16,0.61,0.30,0.12,-0.88,3.70,0.66,1008.67,3.48,38.94,-13.02,180.05,106.54,-3.53,80.98,
54.32,0.05,-1.21,-0.16,0.61,0.30,0.12,-0.88,3.70,0.66,1008.67,3.48,38.94,-13.02,180.03,106.23,-3.62,80.98,
54.32,0.05,-1.21,-0.16,0.61,0.30,0.12,-1.74,2.85,2.18,1008.67,3.48,38.94,-13.02,180.03,106.23,-3.62,80.98,
54.32,0.05,-1.21,-0.16,0.61,0.30,0.12,-1.74,2.85,2.18,1008.67,3.48,38.94,-13.02,180.09,105.88,-3.66,80.98,
54.32,0.05,-1.21,-0.16,0.61,0.30,0.12,1.06,-2.39,1.08,1008.67,3.48,38.94,-13.02,180.09,105.88,-3.66,80.98,
54.33,0.05,-1.21,-0.16,0.61,0.30,0.12,1.06,-2.39,1.08,1008.67,3.48,38.94,-13.02,180.36,105.46,-3.63,80.98,
54.33,0.05,-1.21,-0.16,0.61,0.30,0.12,1.06,-2.37,1.01,1008.67,3.48,38.94,-13.02,180.36,105.46,-3.63,80.98,
54.34,0.05,-1.21,-0.16,0.61,0.30,0.12,1.06,-2.37,1.01,1008.67,3.48,38.94,-13.02,180.86,104.99,-3.52,80.98,
54.34,0.05,-1.21,-0.16,0.61,0.30,0.12,1.04,-2.35,0.93,1008.67,3.48,38.94,-13.02,180.86,104.99,-3.52,80.98,
54.35,0.05,-1.21,-0.16,0.61,0.30,0.12,1.04,-2.35,0.93,1008.67,3.48,38.94,-13.02,180.86,104.99,-3.52,80.98,
54.35,0.05,-1.21,-0.16,0.61,0.30,0.12,1.04,-2.35,0.93,1008.67,3.48,38.94,-13.02,181.53,104.51,-3.38,80.98,
54.35,0.05,-1.21,-0.16,0.61,0.30,0.12,1.02,-2.33,0.86,1008.67,3.48,38.94,-13.02,181.53,104.51,-3.38,80.98,
54.36,0.05,-1.21,-0.16,0.61,0.30,0.12,1.02,-2.33,0.86,1008.67,3.48,38.94,-13.02,182.24,104.06,-3.23,80.98,
54.36,0.05,-1.21,-0.16,0.61,0.30,0.12,0.99,-2.31,0.79,1008.67,3.48,38.94,-13.02,182.24,104.06,-3.23,80.98,
54.37,0.06,-1.17,-0.14,0.61,0.30,0.12,0.99,-2.31,0.79,1008.67,3.48,38.94,-13.02,182.24,104.06,-3.23,80.98,
54.37,-0.04,-1.07,-0.12,0.61,0.30,0.12,0.99,-2.31,0.79,1008.67,3.48,38.94,-13.02,182.24,104.06,-3.23,80.98,
54.37,-0.04,-1.07,-0.12,0.67,0.70,0.06,0.99,-2.31,0.79,1008.67,3.48,38.94,-13.02,182.24,104.06,-3.23,80.98,
54.37,-0.04,-1.07,-0.12,0.67,0.70,0.06,0.99,-2.31,0.79,1008.67,5.04,38.52,-15.06,182.24,104.06,-3.23,80.98,
54.38,-0.14,-0.90,-0.05,0.67,0.70,0.06,0.99,-2.31,0.79,1008.67,5.04,38.52,-15.06,182.24,104.06,-3.23,80.98,
54.38,-0.14,-0.90,-0.05,0.67,0.70,0.06,0.99,-2.31,0.79,1008.67,5.04,38.52,-15.06,182.88,103.65,-3.12,80.98,
54.38,-0.14,-0.90,-0.05,0.67,0.70,0.06,1.13,-1.94,0.88,1008.67,5.04,38.52,-15.06,182.88,103.65,-3.12,80.98,
54.38,-0.14,-0.90,-0.05,0.67,0.70,0.06,1.13,-1.94,0.88,1008.67,5.04,38.52,-15.06,183.36,103.23,-3.06,80.98,
54.38,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.90,0.68,1.69,1008.67,5.04,38.52,-15.06,183.36,103.23,-3.06,80.98,
54.39,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.90,0.68,1.69,1008.67,5.04,38.52,-15.06,183.65,102.78,-3.06,80.98,
54.39,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.90,0.70,1.61,1008.67,5.04,38.52,-15.06,183.65,102.78,-3.06,80.98,
54.40,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.90,0.70,1.61,1008.67,5.04,38.52,-15.06,183.84,102.27,-3.09,80.98,
54.40,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.89,0.71,1.52,1008.67,5.04,38.52,-15.06,183.84,102.27,-3.09,80.98,
54.41,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.89,0.71,1.52,1008.67,5.04,38.52,-15.06,184.02,101.72,-3.13,80.98,
54.41,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.89,0.73,1.42,1008.67,5.04,38.52,-15.06,184.02,101.72,-3.13,80.98,
54.42,-0.14,-0.90,-0.05,0.67,0.70,0.06,-0.89,0.73,1.42,1008.67,5.04,38.52,-15.06,184.22,101.14,-3.16,80.98,
